Life Regen,ライフ再生
Grants Minions {0} reduced Damage,ミニオンに {0} ダメージを減少させる
Grants Minions {0} increased Cast Speed,ミニオンに {0} キャスト速度を増加させる
Grants Minions {0} reduced Cast Speed,ミニオンに {0} キャスト速度を減少させる
Grants Minions {0} increased Movement Speed,ミニオンに {0} 移動速度増加を付与
Grants Minions {0} reduced Movement Speed,ミニオンに {0} 移動速度低下を付与
Grants Minions {0} Chance to Block Attack Damage,ミニオンに {0} 攻撃ダメージをブロックする確率を付与
Grants Minions {0} Chance to Block Spell Damage,ミニオンに {0} 呪文ダメージをブロックする確率を付与
Minions gain {0} of their Physical Damage as Extra Chaos Damage,ミニオンは物理ダメージの {0} を追加の混沌ダメージとして得る
Minions gain {0} of their Maximum Life as Extra Maximum Energy Shield for each corpse Consumed,ミニオンは消費した各遺体に対して最大ライフの {0} を追加の最大エナジーシールドとして得る
Grants Minions {0} to Chaos Resistance,ミニオンに {0} 混沌耐性を付与
Minions gain {0} to all Elemental Resistances,ミニオンは {0} すべての元素耐性を得る
Grants Minions {0} of Damage Leeched as Life,ミニオンに {0} ライフとして吸収されるダメージを付与
{0} more Duration ,持続時間が{0}%上昇する
{0} less Duration ,持続時間が{0}%低下する
{0} increased Duration of this Skill and Damaging Ailments,このスキルとダメージ系の持続時間が {0} 増加
{0} reduced Duration of this Skill and Damaging Ailments,このスキルとダメージ系の持続時間が {0} 低下
{0} increased Duration ,持続時間が{0}%増加する
{0} reduced Duration ,持続時間が{0}%減少する
Buff grants {0} increased Critical Strike Chance,バフは {0} クリティカル率を増加させる
Buff grants have {0} reduced Critical Strike Chance,バフは {0} クリティカル率を低下させる
Buff grants {0} more Burning Damage,バフは {0} 燃焼ダメージを増加させる
Buff grants {0} less Burning Damage,バフは {0} 燃焼ダメージを低下させる
Buff grants {0} more Spell Fire Damage,バフは {0} 呪文の炎ダメージを増加させる
Buff grants {0} less Spell Fire Damage,バフは {0} 呪文の炎ダメージを低下させる
Buff grants {0} increased Cold Damage,バフは {0} 冷気ダメージを増加させる
Buff grants {0} increased Lightning Damage,バフは {0} 雷撃ダメージを増加させる
Buff Grants {0} chance to Shock enemies,バフは {0} 敵をショックさせる確率を付与
Buff grants {0} increased Damage taken,バフは {0} 受けるダメージを増加させる
Buff grants {0} reduced Damage taken,バフは {0} 受けるダメージを低下させる
Buff grants {0} more Spell Damage,バフは {0} 呪文ダメージを増加させる
Buff grants {0} less Spell Damage,バフは {0} 呪文ダメージを低下させる
Buff grants {0} to {1} Added Spell Physical Damage per {2} Shield Quality,バフは {0} {1} 追加の呪文物理ダメージを付与（{2} シールド品質ごと）
You lose {0} Energy Shield per second,毎秒 {0} エナジーシールドを失う
Buff grants {0} additional Physical Damage Reduction per Endurance Charge,バフは {0} エンデュランスチャージごとに追加の物理ダメージ減少を付与
Buff grants {0} increased Armour,バフは {0} アーマーを増加させる
Buff grants {0} reduced Armour,バフは {0} アーマーを低下させる
Buff grants {0} to all Elemental Resistances per Endurance Charge,バフは {0} エンデュランスチャージごとにすべての元素耐性を付与
Buff grants {0} to all Resistances,バフは {0} すべての耐性を付与
Buff grants {0} increased Attack and Cast Speed,バフは {0} 攻撃速度とキャスト速度を増加させる
Buff grants {0} reduced Attack and Cast Speed,バフは {0} 攻撃速度とキャスト速度を低下させる
Buff grants {0} chance to Freeze,バフは {0} 凍結する確率を付与
Buff grants {0} increased Damage,バフは {0} ダメージを増加させる
Buff grants {0} reduced Damage,バフは {0} ダメージを低下させる
Buff Grants {0} increased Spell Damage,バフは {0} 呪文ダメージを増加させる
Buff Grants {0} reduced Spell Damage,バフは {0} 呪文ダメージを低下させる
Buff grants {0} more Armour,バフは {0} アーマーを増加させる
{0} increased Explicit Modifier magnitudes,明示モッドの強さが{0}%増加する
{0} reduced Explicit Modifier magnitudes,明示モッドの強さが{0}%減少する
Socketed Gems are Supported by Level {0} Trinity,ソケットされたジェムはレベル{0}トリニティによりサポートされる
{0} chance to avoid Interruption from Stuns while using Socketed Attack Skills,ソケットされた攻撃スキルを使用中にスタンによる中断を回避する確率 {0}
Avoid Interruption from Stuns while using Socketed Attack Skills,ソケットされた攻撃スキルを使用中にスタンによる中断を回避する
Curse Auras from Socketed Skills also affect you,ソケットされたスキルによる呪いオーラはプレイヤーにも影響する
"Socketed Skills apply Fire, Cold and Lightning Exposure on Hit",ソケットされたスキルはヒット時に火、冷気および雷の曝露を付与する
Grants Level {0} Unhinge Skill,レベル{0}錯乱スキルを付与する
Triggers Level {0} Primal Aegis when Allocated,割り当てられたときにレベル {0} プライマルエイジスを発動
Trigger Level {0} Icicle Burst when you Hit a Frozen Enemy,プレイヤーが凍結状態の敵にヒットを与えた時にレベル{0}アイシクルバーストをトリガーする
Other Aegis Skills are Disabled,他のイージススキルは無効化される
{0} reduced Attack Damage with Main Hand,メインハンドによるアタックダメージが{0}%減少する
{0} increased Attack Damage with Off Hand,オフハンドによるアタックダメージが{0}%増加する
{0} reduced Attack Damage with Off Hand,オフハンドによるアタックダメージが{0}%減少する
You and Nearby Allies have {0} increased Item Rarity,プレイヤーおよび近くの味方が見つけるアイテムのレアリティが{0}%増加する
You and Nearby Allies have {0} reduced Item Rarity,プレイヤーおよび近くの味方が見つけるアイテムのレアリティが{0}%減少する
Modifiers to Minimum Endurance Charges instead apply to Minimum Brutal Charges,エンデュランスチャージの最低数のモッドは代わりにブルータルチャージの最低数に適用される
Maximum Brutal Charges is equal to Maximum Endurance Charges,ブルータルチャージの最大数はエンデュランスチャージの最大数と同じになる
Modifiers to Minimum Frenzy Charges instead apply to Minimum Affliction Charges,フレンジーチャージの最低数のモッドは代わりにアフリクションチャージの最低数に適用される
Maximum Affliction Charges is equal to Maximum Frenzy Charges,アフリクションチャージの最大数はフレンジーチャージの最大数と同じになる
Modifiers to Minimum Power Charges instead apply to Minimum Absorption Charges,パワーチャージの最低数のモッドは代わりにアブソープションチャージの最低数に適用される
Maximum Absorption Charges is equal to Maximum Power Charges,アブソープションチャージの最大数はパワーチャージの最大数と同じになる
Projectiles have {0} chance to be able to Chain when colliding with terrain,投射物は地形と衝突した時に{0}%の確率で連鎖することができる
Projectiles can Chain when colliding with terrain,投射物は地形と衝突した時に連鎖することができる
Your Hits always Ignite,あなたのヒットは常に発火する
Your Hits always Shock,あなたのヒットは常にショックを与える
You take Chaos Damage instead of Fire Damage from Ignite,プレイヤーは発火により火ダメージの代わりに混沌ダメージを受ける
